9.210340 4.992188
8.517193 4.992188
7.824046 4.992188
7.130899 4.992188
6.437752 4.992188
5.744605 4.992188
5.051457 4.992188
4.358310 4.992188
3.665163 4.992188
2.972016 4.992188
2.278869 4.992188
1.585721 4.992188
0.892574 4.992188
0.199427 4.992188
-0.493720 4.992188
-1.186867 4.992188
-1.880015 4.992188
-2.573162 4.992188
-3.266309 4.992188
-3.959456 4.992188
-4.652603 4.992188
-5.345750 4.992188
-6.038898 4.992188
-6.732045 4.992188
-7.425192 4.992188
-8.118340 4.992188
-8.811486 4.992188
-9.504634 4.992188
-10.197781 4.992188
-10.890928 4.992188
